PAR_CODE;PAR_OMS;CASnummer;parametergroup0;parametergroup1;parametergroup2;DATUM_STATUS;STATUS
ZOOPT_ELOS;Elosa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ELOSWORA;Elosa worallii;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_ENCE;Encentrum;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ENCL;Enchelyomorphidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_ENGE;Endogenida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ENYO;Enchelyomorpha;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_ENYOVERM;Enchelyomorpha vermicularis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EPIP;Epiphanes;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPIPBRAC;Epiphanes brachionus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EPIPMACR;Epiphanes macrourus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPIPPELA;Epiphanes pelagica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPIPSENT;Epiphanes senta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPPH;Epiphanidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPST;Epistylididae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPTY;Epistylis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EPTYROTA;Epistylis rotans;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUAL;Eucalanus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUALELON;Eucalanus elongatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUAM;Euamoebida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUBO;Eubosmina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUBOCORE;Eubosmina coregoni;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;18-2-2013;Preferred name
ZOOPT_EUBOCRAS;Eubosmina crassicornis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;18-2-2013;Preferred name
ZOOPT_EUBOLONG;Eubosmina longispina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUBOMARI;Eubosmina maritima;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUCA;Eucalanidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUCE;Eurycercus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUCEGLAC;Eurycercus glacialis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUCELAME;Eurycercus lamellatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUCL;Eucyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUCLAGIL;Eucyclops agilis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_EUCLMARO;Eucyclops macruroides;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUCLMARU;Eucyclops macrurus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUCLSERR;Eucyclops serrulatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUDI;Eudiaptomus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUDICOER;Eudiaptomus coeruleus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUDIGRAC;Eudiaptomus gracilis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUDIGRLO;Eudiaptomus graciloides;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUDIVULG;Eudiaptomus vulgaris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUGL;Euglypha;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUGLACAN;Euglypha acanthophora;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUGLALVE;Euglypha alveolata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_EUGLCILI;Euglypha ciliata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUGY;Euglyphida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-1-2012;Preferred name
ZOOPT_EUHL;Euchlanidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULA;Euchlanis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULADEFL;Euchlanis deflexa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EULADIDI;Euchlanis dilatata dilatata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULADILA;Euchlanis dilatata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULADILU;Euchlanis dilatata lucksiana;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULADIMA;Euchlanis dilatata macrura;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_EULADIUN;Euchlanis dilatata unisetata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_EULAINCI;Euchlanis incisa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULALYRA;Euchlanis lyra;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EULAMENE;Euchlanis meneta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EULAPYRI;Euchlanis pyriformis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULATRIQ;Euchlanis triquetra;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EULO;Euplotida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EULY;Euglyphidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUOT;Euplotidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUPL;Euplotes;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUPLAFFI;Euplotes affinis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUPLALAT;Euplotes alatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUPO;Euplotina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EURO;Eurotatoria;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EURY;Euryte;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUTE;Eurytemora;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUTEAFFI;Eurytemora affinis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUTEAMER;Eurytemora americana;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUTEGRIM;Eurytemora grimmi;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUTEHIRU;Eurytemora hirundo;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUTELACU;Eurytemora lacustris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUTEVELO;Eurytemora velox;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EUTI;Eutintinnus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_EUTIFRAK;Eutintinnus fraknoi;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;22-2-2013;Preferred name
ZOOPT_EVAD;Evadne;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_EVADNORD;Evadne nordmanni;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FAVE;Favella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FAVESERR;Favella serrata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_FIIN;Filiniidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILI;Filinia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILIBRAC;Filinia brachiata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_FILICOBR;Filinia cornuta brachiata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_FILICORN;Filinia cornuta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILILIMN;Filinia limnetica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILILOLI;Filinia longiseta limnetica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_FILILONG;Filinia longiseta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILILOPA;Filinia longiseta passa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_FILILOSA;Filinia longiseta saltator;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_FILIPASS;Filinia passa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILISALT;Filinia saltator;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_FILITERM;Filinia terminalis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FILS;Filosa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-1-2012;Preferred name
ZOOPT_FLOC;Flosculariaceae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FLSC;Flosculariidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FORA;Foraminifera;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_FRNT;Frontoniidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_FRON;Frontonia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;13-3-2012;Preferred name
ZOOPT_GAET;Gaetanus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GAETTENU;Gaetanus tenuispinus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GAPU;Gastropus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GAPUSTYL;Gastropus stylifer;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GASR;Gastrotricha;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GAST;Gastropodidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GLAU;Glaucoma;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GLAUPYRI;Glaucoma pyriformis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_GLUC;Glaucomidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GRAE;Graeteriella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GRAEUNIS;Graeteriella unisetigera;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GRAN;Granuloreticulosa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GRAP;Graptoleberis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GRAPTEST;Graptoleberis testudinaria;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_GRID;Gromiidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GRMI;Gromiida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GROI;Gromiidea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GROM;Gromia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_GYMO;Gymnoplea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HAAC;Harpacticus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HALI;Halicyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HALINEGL;Halicyclops neglectus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HALR;Halteriida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HALT;Halteria;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HAPA;Harpacticoida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HAPO;Haplopoda;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HAPT;Haptoria;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HARI;Harringia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HARIROUS;Harringia rousseleti;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HARP;Harpacticidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HAST;Hastatella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HASTRADI;Hastatella radians;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HATE;Halteriidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HATO;Haptorida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HEAR;Hexarthra;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HEARMIRA;Hexarthra mira;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HECO;Heterocope;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HELI;Heliozoa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HEOS;Helicostomella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;21-2-2013;Preferred name
ZOOPT_HEOSSUBU;Helicostomella subulata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;22-2-2013;Preferred name
ZOOPT_HEOT;Heterotrichida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HERS;Hersiliodes;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;10-3-2010;Preferred name
ZOOPT_HERSLATE;Hersiliodes latericia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;10-3-2010;Preferred name
ZOOPT_HERT;Hexarthridae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HETL;Heterolobosea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HETT;Heterotrichea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HIMA;Himatismenida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HOHR;Holophryidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HOLP;Holopediidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;18-2-2013;Preferred name
ZOOPT_HOPE;Holopedium;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;18-2-2013;Preferred name
ZOOPT_HOPEGIBB;Holopedium gibberum;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;18-2-2013;Preferred name
ZOOPT_HOPH;Holophrya;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HOST;Holosticha;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_HOSTSCUT;Holosticha scutellum;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_HYAOBERO;Hyalodaphnia berolinensis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_HYAOKAHL;Hyalodaphnia kahlbergiensis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_HYLO;Hyalospheniidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HYME;Hymenostomatia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HYNO;Hymenostomatida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HYPO;Hypotrichia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HYSP;Hyalosphenia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HYSPPAPI;Hyalosphenia papilio;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_HYSPSUBF;Hyalosphenia subflava;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_ILYC;Ilyocryptus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ILYCACUT;Ilyocryptus acutifrons;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ILYCAGIL;Ilyocryptus agilis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ILYCCUNE;Ilyocryptus cuneatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ILYCSILV;Ilyocryptus silvaeducensis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ILYCSORD;Ilyocryptus sordidus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ILYCSPIN;Ilyocryptus spinosus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_IMBR;Imbricatea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-1-2012;Preferred name
ZOOPT_INTA;Intramacronucleata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ITRI;Ituridae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KARO;Karyorelicta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KELL;Kellicottia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;1-12-2008;Preferred name
ZOOPT_KELLBOST;Kellicottia bostoniensis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;1-12-2008;Preferred name
ZOOPT_KELLLONG;Kellicottia longispina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;1-12-2008;Preferred name
ZOOPT_KERA;Keratella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERACOCH;Keratella cochlearis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERACOCO;Keratella cochlearis cochlearis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERACOHI;Keratella cochlearis hispida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERACOIR;Keratella cochlearis irregularis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERACOMA;Keratella cochlearis macracantha;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_KERACOTE;Keratella cochlearis tecta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;3-4-2012;Synonym
ZOOPT_KERACRUC;Keratella cruciformis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_KERAHIEM;Keratella hiemalis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERAPALU;Keratella paludosa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERAQUAD;Keratella quadrata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERAQUAU;Keratella quadrata australis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERAQUCU;Keratella quadrata curvicornis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_KERAQUPL;Keratella quadrata platei;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_KERAQUQU;Keratella quadrata quadrata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERASECU;Keratella serrulata curvicornis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERASERR;Keratella serrulata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERATECT;Keratella tecta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;3-4-2012;Preferred name
ZOOPT_KERATEST;Keratella testudo;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERATICI;Keratella ticinensis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERATROP;Keratella tropica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KERAVALG;Keratella valga;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KIIR;Kiitrichidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_KIIT;Kiitrichida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_KURZ;Kurzia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_KURZLATI;Kurzia latissima;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LABO;Laboea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
